date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:00:22	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/a.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/a.23.delayed	(from https://privacydosvazados.site/js/fbevents.js)
19:00:23	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/signals/plugins/index.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/signals/plugins/index.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:23	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/POST.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/POST.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:23	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/schema.org/index.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/schema.org/index.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:23	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/b.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/b.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:23	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/d.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/d.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:24	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/signals/iwl.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/signals/iwl.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:24	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/signals/iwl0fc5.html?pixel_id=	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/signals/iwl0fc50fc5.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:24	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/c.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/c.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:24	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074818-6b15a90f5ff7884e;gz%22	https://privacydosvazados.site/c-2.html	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/c-2.html	(from https://privacydosvazados.site/js/fbevents.js)
19:00:25	104544/104544	---M--	200	added ('OK')	font/woff2	etag:%2219860-695325e1-bf92a3aaacbb1013;;;%22	https://privacydosvazados.site/fonts/fa-brands-400.woff2	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-brands-400.woff2	(from https://privacydosvazados.site/css/all.min.css)
19:00:25	180148/180148	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222bfb4-695325e1-79105c006e653e49;gz%22	https://privacydosvazados.site/fonts/fa-brands-400.ttf	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-brands-400.ttf	(from https://privacydosvazados.site/css/all.min.css)
19:00:25	23900/23900	---M--	200	added ('OK')	font/woff2	etag:%225d5c-695325e1-1b8815bad154c331;;;%22	https://privacydosvazados.site/fonts/fa-regular-400.woff2	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-regular-400.woff2	(from https://privacydosvazados.site/css/all.min.css)
19:00:26	60380/60380	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22ebdc-695325e1-cb86d8f73550c191;gz%22	https://privacydosvazados.site/fonts/fa-regular-400.ttf	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-regular-400.ttf	(from https://privacydosvazados.site/css/all.min.css)
19:00:26	126828/126828	---M--	200	added ('OK')	font/woff2	etag:%221ef6c-695325e1-b479dc6dcd42c361;;;%22	https://privacydosvazados.site/fonts/fa-solid-900.woff2	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-solid-900.woff2	(from https://privacydosvazados.site/css/all.min.css)
19:00:26	303480/303480	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%224a178-695325e1-6c126d6eee82bd8b;gz%22	https://privacydosvazados.site/fonts/fa-solid-900.ttf	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-solid-900.ttf	(from https://privacydosvazados.site/css/all.min.css)
19:00:26	4956/4956	---M--	200	added ('OK')	font/woff2	etag:%22135c-695325e1-5a900ae86e0cf68f;;;%22	https://privacydosvazados.site/fonts/fa-v4compatibility.woff2	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-v4compatibility.woff2	(from https://privacydosvazados.site/css/all.min.css)
19:00:27	10556/10556	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22293c-695325e1-1d045827c08674a;gz%22	https://privacydosvazados.site/fonts/fa-v4compatibility.ttf	C:/Meus%20Sites/PRIVACYTELAA/privacydosvazados.site/fonts/fa-v4compatibility.ttf	(from https://privacydosvazados.site/css/all.min.css)
19:00:27	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Jan%202026%2022:00:27%20GMT	https://www.googletagmanager.com/robots.txt		(from https://privacydosvazados.site/)
